ID,earnings,sex,age,mrd,educ,cworker,region,race,height,weight,occupation
10417,84054.75,0,32,1,14,4,2,1,67,160,5
10418,84054.75,1,64,1,12,1,4,1,69,225,12
10419,11953.45508,1,53,4,18,6,1,1,72,154,2
10420,20305.50977,0,27,4,11,1,3,1,63,120,5
10421,84054.75,0,34,1,13,1,3,2,67,133,5
10422,33712.96875,1,49,4,12,4,2,3,69,193,14
10423,28560.38672,0,39,1,12,1,1,1,66,115,13
10424,49430.10938,1,53,4,13,1,2,2,72,189,13
10425,28560.38672,0,31,1,12,1,3,1,65,138,13
10426,84054.75,1,26,1,16,1,3,4,73,170,1
10427,44152.16016,1,28,1,12,6,3,1,72,240,11
10428,38925.33594,0,27,1,17,1,2,1,65,140,15
10429,84054.75,0,37,1,13,1,1,1,68,225,5
10430,44152.16016,1,49,1,8,1,2,1,74,165,11
10431,16081.58789,0,56,4,12,4,4,1,64,160,5
10432,23362.87305,0,41,1,18,4,3,2,61,190,2
10433,33712.96875,1,38,1,13,1,4,1,66,125,8
10434,84054.75,0,30,1,17,1,1,1,70,140,2
10435,28560.38672,0,40,1,14,1,1,1,67,140,8
10436,10865.42871,1,26,1,15,1,3,2,67,148,13
10437,84054.75,0,39,1,14,1,3,1,63,164,2
10438,84054.75,0,36,1,12,3,4,1,66,140,7
10439,16081.58789,0,40,1,12,1,2,1,66,140,5
10440,23362.87305,0,58,1,12,1,2,1,63,150,5
10441,15081.97559,1,25,6,9,1,4,1,66,130,9
10442,23362.87305,0,30,5,13,3,1,1,64,170,8
10443,9857.505859,1,53,4,9,1,1,1,71,215,8
10444,20305.50977,0,41,5,14,1,4,2,61,145,8
10445,28560.38672,0,31,1,8,1,1,1,65,165,12
10446,23362.87305,0,45,1,12,1,1,2,66,129,5
10447,28560.38672,1,49,6,18,6,4,1,73,215,10
10448,10865.42871,1,40,1,8,1,3,2,71,145,14
10449,28560.38672,1,30,1,17,3,3,1,70,150,2
10450,84054.75,0,46,1,18,1,2,1,62,120,2
10451,84054.75,0,45,1,16,1,3,1,64,120,2
10452,84054.75,0,45,4,14,1,1,3,69,180,2
10453,23362.87305,0,50,1,12,1,1,1,62,130,13
10454,33712.96875,0,55,1,14,1,4,4,65,120,8
10455,44152.16016,0,34,1,17,1,2,1,61,135,5
10456,44152.16016,0,25,1,12,1,3,1,65,158,1
10457,84054.75,0,55,1,13,5,1,1,65,150,5
10458,84054.75,0,60,1,12,6,2,1,57,115,8
10459,11953.45508,1,50,4,8,1,1,2,66,150,15
10460,84054.75,0,27,1,16,1,3,1,67,124,2
10461,84054.75,1,36,1,18,1,1,1,72,185,2
10462,84054.75,0,44,1,16,1,1,1,62,160,3
10463,23362.87305,0,31,6,13,1,3,1,67,116,4
10464,23362.87305,0,35,1,12,1,2,1,66,100,13
10465,23362.87305,1,40,1,12,1,2,1,75,160,11
10466,84054.75,0,51,1,14,1,4,1,65,200,3
10467,44152.16016,0,51,1,13,6,3,1,62,150,4
10468,44152.16016,1,40,1,16,1,2,4,62,138,2
10469,49430.10938,0,36,4,14,1,1,1,70,125,1
10470,9857.505859,1,44,6,14,6,4,2,71,190,2
10471,84054.75,0,43,1,17,1,2,1,63,115,2
10472,12954.76563,1,63,1,8,6,3,1,68,190,11
10473,49430.10938,1,62,1,12,1,3,1,68,275,2
10474,33712.96875,0,40,6,12,1,3,2,59,116,8
10475,84054.75,1,47,1,10,1,3,1,74,210,15
10476,38925.33594,0,25,6,14,6,2,1,66,140,6
10477,14021.39453,1,35,4,12,1,1,4,66,130,5
10478,49430.10938,1,56,1,9,1,3,2,66,155,15
10479,84054.75,0,45,1,16,3,3,1,67,155,2
10480,38925.33594,1,30,1,13,1,2,1,66,210,3
10481,33712.96875,0,38,1,14,6,2,1,61,125,2
10482,84054.75,0,25,1,12,1,4,1,66,173,2
10483,84054.75,0,54,1,12,2,3,1,64,125,5
10484,84054.75,0,32,1,14,1,1,1,62,125,5
10485,84054.75,0,42,1,18,4,3,2,64,150,8
10486,44152.16016,0,39,1,12,1,2,1,67,135,5
10487,20305.50977,1,34,4,12,1,3,1,65,175,13
10488,84054.75,1,29,6,16,1,1,1,68,180,1
10489,84054.75,1,32,1,12,1,2,1,69,215,4
10490,20305.50977,1,65,1,12,1,3,1,70,180,1
10491,44152.16016,0,47,1,13,4,2,1,62,140,5
10492,14021.39453,0,41,1,12,1,1,1,63,185,4
10493,84054.75,0,41,1,15,1,4,1,65,220,13
10494,33712.96875,0,27,1,13,1,2,1,70,195,5
10495,28560.38672,1,29,4,13,1,2,1,68,155,3
10496,44152.16016,1,58,1,14,6,2,2,71,212,14
10497,16081.58789,1,39,6,13,1,3,1,76,195,14
10498,49430.10938,1,26,1,12,1,3,1,71,155,3
10499,84054.75,1,38,1,12,1,3,2,70,135,10
10500,33712.96875,0,29,1,13,1,4,1,68,175,4
10501,23362.87305,1,40,4,12,2,3,3,71,210,10
10502,38925.33594,1,56,1,14,1,2,1,67,220,1
10503,38925.33594,0,32,1,17,1,2,1,62,140,2
10504,38925.33594,1,36,1,12,1,2,2,69,175,11
10505,33712.96875,1,55,1,13,4,3,1,69,180,1
10506,16081.58789,0,49,4,12,1,1,2,62,180,8
10507,84054.75,0,60,1,14,2,4,1,66,190,1
10508,8826.651367,0,33,6,12,1,1,3,61,150,12
10509,84054.75,0,31,1,16,4,3,2,63,135,2
10510,38925.33594,1,27,6,18,1,3,1,72,181,2
10511,49430.10938,0,46,6,16,1,4,4,60,128,2
10512,49430.10938,1,33,1,16,1,2,1,74,210,4
10513,44152.16016,1,46,1,12,6,4,1,71,185,11
10514,28560.38672,0,35,4,16,4,3,1,70,135,2
10515,23362.87305,0,37,4,18,1,1,1,69,165,2
10516,33712.96875,0,44,4,14,4,1,1,68,162,3
10517,84054.75,0,43,1,12,1,1,1,61,143,5
10518,17171.26367,0,44,1,12,1,1,3,62,150,13
10519,10865.42871,0,39,1,8,1,3,1,65,230,8
10520,28560.38672,0,27,1,14,1,4,1,64,144,5
10521,84054.75,1,33,6,12,6,2,1,75,260,14
10522,84054.75,0,29,6,18,4,1,1,68,165,2
10523,20305.50977,1,48,1,12,1,3,1,68,175,1
10524,84054.75,0,63,1,18,4,1,1,63,125,2
10525,33712.96875,1,47,1,12,1,4,1,73,248,14
10526,49430.10938,1,35,1,12,1,3,1,73,225,11
10527,14021.39453,1,49,1,10,1,2,1,68,178,15
10528,6711.287598,0,30,6,12,6,4,1,67,135,8
10529,23362.87305,1,40,6,16,3,2,1,70,160,2
10530,84054.75,0,39,1,12,1,3,1,64,180,4
10531,28560.38672,0,37,4,12,1,1,1,66,160,1
10532,33712.96875,1,40,1,14,1,4,3,72,190,14
10533,44152.16016,0,52,1,9,1,2,1,64,124,5
10534,23362.87305,0,39,1,12,6,3,1,63,200,15
10535,38925.33594,0,59,1,10,2,3,1,63,125,5
10536,33712.96875,1,46,1,14,1,3,1,72,190,8
10537,44152.16016,0,27,1,16,1,4,1,64,115,3
10538,28560.38672,0,51,1,12,1,1,1,66,145,4
10539,44152.16016,1,30,1,16,1,3,1,70,200,4
10540,6711.287598,1,36,6,11,6,3,1,70,185,9
10541,84054.75,0,55,1,13,1,3,1,69,501,4
10542,84054.75,1,62,4,19,3,4,3,70,175,2
10543,84054.75,1,29,1,12,1,1,1,73,210,10
10544,28560.38672,0,43,1,12,6,2,1,66,140,4
10545,84054.75,0,51,1,13,6,1,1,66,140,4
10546,28560.38672,1,59,6,17,1,1,1,74,207,2
10547,84054.75,0,35,1,17,3,2,1,62,130,2
10548,84054.75,0,38,1,12,2,3,1,64,120,5
10549,44152.16016,0,28,1,16,1,1,1,60,150,2
10550,84054.75,1,55,1,18,3,3,1,64,150,2
10551,33712.96875,0,25,6,12,1,1,1,63,175,5
10552,23362.87305,0,56,4,16,3,2,1,60,180,4
10553,28560.38672,0,44,1,12,1,1,1,67,150,5
10554,28560.38672,0,33,6,12,1,3,2,69,165,5
10555,84054.75,0,40,1,18,4,3,1,64,130,2
10556,19237.19531,0,34,1,12,1,3,1,61,165,12
10557,38925.33594,0,35,1,14,1,4,1,69,210,5
10558,7782.854004,0,27,6,18,1,3,1,61,105,1
10559,33712.96875,0,51,1,12,4,1,1,62,190,8
10560,84054.75,0,52,1,18,3,3,2,63,140,2
10561,84054.75,0,36,1,17,1,4,1,67,120,2
10562,84054.75,0,30,1,12,1,3,1,65,120,4
10563,84054.75,0,27,1,16,1,4,1,64,115,2
10564,49430.10938,1,29,1,16,1,1,1,75,210,12
10565,38925.33594,0,28,1,12,1,3,1,68,165,4
10566,44152.16016,0,37,1,15,4,4,2,64,150,5
10567,10865.42871,1,41,4,16,1,2,1,74,190,4
10568,84054.75,0,27,1,14,5,3,2,69,210,4
10569,33712.96875,1,27,6,14,1,3,1,67,170,11
10570,23362.87305,1,26,4,12,3,3,2,66,140,7
10571,18168.8418,0,56,1,4,1,3,3,64,126,8
10572,84054.75,0,54,4,14,1,2,1,60,159,13
10573,16081.58789,0,65,3,12,1,4,1,68,200,5
10574,10865.42871,0,47,4,8,6,2,1,64,130,8
10575,84054.75,0,45,5,16,4,1,1,64,140,2
10576,28560.38672,0,45,1,13,1,2,1,66,245,3
10577,33712.96875,0,63,3,16,1,2,1,64,243,2
10578,15081.97559,1,62,1,12,1,1,1,68,172,14
10579,44152.16016,1,38,1,14,1,4,3,67,150,4
10580,33712.96875,0,41,1,10,6,3,1,62,98,8
10581,38925.33594,1,47,1,18,1,1,1,69,160,2
10582,23362.87305,0,43,4,16,1,2,1,68,162,5
10583,38925.33594,1,55,5,14,1,3,1,74,165,14
10584,23362.87305,0,34,6,14,3,2,1,62,145,1
10585,84054.75,0,46,4,18,3,3,1,68,185,2
10586,49430.10938,0,31,1,12,1,3,1,63,120,1
10587,28560.38672,0,37,1,12,1,2,1,65,190,5
10588,23362.87305,0,42,1,12,1,3,3,61,140,5
10589,28560.38672,0,29,4,12,1,3,1,67,150,14
10590,28560.38672,0,57,4,12,1,1,1,62,158,12
10591,14021.39453,0,48,1,8,1,2,1,61,170,8
10592,49430.10938,1,31,1,16,1,2,1,67,165,2
10593,84054.75,0,36,1,12,1,1,1,64,128,5
10594,38925.33594,1,40,1,13,6,2,1,72,155,10
10595,4726.391113,1,49,1,12,5,2,1,70,200,12
10596,84054.75,0,51,1,16,1,4,1,62,200,5
10597,38925.33594,0,44,1,14,1,1,1,68,250,5
10598,44152.16016,1,63,1,12,1,1,1,66,165,7
10599,84054.75,1,32,1,17,1,3,2,72,185,2
10600,8826.651367,0,34,5,12,1,3,1,63,140,5
10601,84054.75,0,44,1,13,1,4,1,63,150,4
10602,16081.58789,1,27,6,11,1,2,3,70,160,15
10603,44152.16016,1,41,1,12,1,1,4,71,280,5
10604,84054.75,1,43,4,16,1,3,1,71,200,4
10605,33712.96875,0,47,4,12,2,1,1,66,131,5
10606,33712.96875,1,37,1,13,4,2,1,71,210,7
10607,84054.75,0,35,1,17,1,1,1,67,125,2
10608,49430.10938,0,32,1,16,1,2,1,66,175,2
10609,33712.96875,0,35,1,12,1,2,4,63,185,1
10610,84054.75,0,45,1,16,2,3,1,64,130,1
10611,33712.96875,0,36,6,16,1,4,4,60,140,3
10612,44152.16016,1,28,1,12,1,4,3,74,208,14
10613,84054.75,0,33,1,14,1,2,1,64,170,5
10614,33712.96875,1,49,6,16,1,1,1,70,205,4
10615,84054.75,0,42,1,13,2,4,1,70,155,1
10616,38925.33594,0,30,1,1,1,4,3,63,501,5
10617,38925.33594,1,36,1,14,1,3,1,69,180,12
10618,12954.76563,0,31,1,9,1,4,3,65,132,8
10619,84054.75,0,49,1,18,1,1,1,67,145,5
10620,23362.87305,0,53,3,12,1,2,2,64,223,8
10621,38925.33594,1,54,1,11,1,3,2,72,212,14
10622,84054.75,1,45,1,18,1,4,1,66,125,2
10623,23362.87305,0,39,6,12,1,4,1,66,120,13
10624,84054.75,1,52,1,15,4,4,1,70,200,1
10625,84054.75,0,34,4,18,1,2,1,66,135,4
10626,23362.87305,0,62,1,12,1,3,1,65,160,4
10627,38925.33594,1,46,4,14,1,4,1,70,175,12
10628,84054.75,0,46,1,16,1,1,1,64,501,5
10629,84054.75,0,37,1,13,1,1,1,62,160,1
10630,44152.16016,0,41,1,12,1,3,1,62,175,5
10631,84054.75,0,51,1,16,1,4,1,63,140,2
10632,12954.76563,1,41,1,12,6,4,2,68,180,14
10633,38925.33594,1,39,4,16,1,3,1,75,185,1
10634,84054.75,1,45,2,14,6,4,1,74,211,4
10635,84054.75,1,32,1,15,1,4,1,71,165,8
10636,38925.33594,1,44,1,12,1,2,1,68,200,4
10637,17171.26367,0,35,5,12,1,3,2,64,138,8
10638,44152.16016,0,33,1,12,1,4,1,64,110,10
10639,14021.39453,0,32,1,12,1,3,1,66,140,8
10640,23362.87305,1,26,1,12,1,2,1,71,130,3
10641,33712.96875,0,38,1,12,1,1,2,65,169,6
10642,84054.75,0,32,1,12,1,4,1,66,143,8
10643,23362.87305,1,58,4,15,1,3,1,72,228,1
10644,84054.75,1,37,1,16,1,3,1,74,200,4
10645,28560.38672,0,30,1,14,1,2,3,61,120,8
10646,10865.42871,1,36,4,14,6,2,1,69,140,9
10647,84054.75,1,56,1,12,1,1,2,69,158,5
10648,44152.16016,1,50,1,12,1,3,1,72,300,7
10649,4726.391113,0,35,4,10,1,2,1,67,150,4
10650,28560.38672,0,25,6,16,4,2,1,71,145,2
10651,84054.75,0,43,1,12,2,2,4,59,174,5
10652,33712.96875,0,32,1,13,1,4,1,67,150,4
10653,19237.19531,1,61,1,4,1,3,3,66,138,10
10654,84054.75,1,32,1,12,1,1,1,72,222,14
10655,84054.75,0,51,1,15,1,3,1,64,130,4
10656,20305.50977,0,27,1,12,1,2,1,64,140,12
10657,49430.10938,0,35,1,13,6,2,1,63,135,9
10658,44152.16016,1,35,2,12,1,4,3,67,180,9
10659,33712.96875,1,27,6,16,1,3,1,65,135,5
10660,19237.19531,1,44,4,14,1,3,1,69,185,12
10661,84054.75,0,39,1,16,1,4,1,62,170,3
10662,84054.75,0,44,1,14,1,3,1,62,125,2
10663,28560.38672,1,39,1,14,1,1,1,72,205,10
10664,15081.97559,0,49,1,11,1,4,1,68,120,4
10665,18168.8418,1,46,4,14,1,2,2,69,217,3
10666,9857.505859,0,44,6,12,1,4,1,67,130,8
10667,84054.75,1,43,1,13,1,2,1,70,160,7
10668,33712.96875,1,50,6,18,1,3,1,74,180,4
10669,38925.33594,1,63,1,12,6,4,1,72,170,9
10670,10865.42871,1,39,1,16,1,1,1,67,175,14
10671,28560.38672,1,40,6,16,5,1,1,68,188,5
10672,84054.75,0,52,1,12,1,2,1,66,155,1
10673,23362.87305,0,54,4,12,1,3,1,64,190,13
10674,38925.33594,0,48,4,14,1,4,1,65,130,4
10675,84054.75,0,30,1,16,1,2,1,60,105,1
10676,84054.75,0,37,1,16,4,3,1,64,135,3
10677,84054.75,0,44,1,12,1,1,2,59,125,12
10678,44152.16016,0,30,1,14,1,2,1,65,125,5
10679,28560.38672,1,30,6,12,1,2,1,75,270,1
10680,84054.75,0,63,6,18,4,3,1,67,236,1
10681,84054.75,1,37,1,16,1,3,1,70,175,11
10682,20305.50977,1,33,4,12,1,2,1,72,135,15
10683,28560.38672,0,31,1,16,4,3,2,69,150,2
10684,28560.38672,1,45,1,14,4,3,3,67,225,14
10685,84054.75,1,48,1,18,4,1,1,72,190,1
10686,20305.50977,1,33,4,11,6,4,1,68,185,9
10687,84054.75,1,48,4,13,2,3,2,75,310,8
10688,38925.33594,0,41,1,13,6,2,1,62,114,8
10689,84054.75,0,27,1,16,1,2,3,67,130,2
10690,16081.58789,1,59,4,12,1,2,1,74,240,14
10691,10865.42871,0,29,6,12,1,3,2,63,250,2
10692,14021.39453,0,41,3,12,5,3,2,69,180,8
10693,33712.96875,0,40,1,12,4,1,1,62,210,8
10694,84054.75,1,34,6,16,1,4,1,71,160,12
10695,84054.75,1,49,1,12,1,2,1,67,210,13
10696,23362.87305,0,31,1,14,1,3,2,61,145,8
10697,44152.16016,0,38,1,12,1,4,1,61,98,5
10698,84054.75,0,51,1,12,1,3,1,66,160,4
10699,33712.96875,0,52,6,17,3,2,1,67,150,2
10700,49430.10938,0,31,1,12,1,3,2,65,118,5
10701,38925.33594,0,39,1,14,4,1,1,61,132,3
10702,23362.87305,1,30,1,12,1,4,1,74,205,14
10703,49430.10938,0,60,1,12,4,3,1,66,150,5
10704,84054.75,0,40,1,12,1,1,1,65,140,13
10705,10865.42871,1,36,5,12,1,4,1,76,240,10
10706,33712.96875,0,40,1,13,1,3,1,68,194,3
10707,84054.75,0,50,1,18,3,3,1,61,110,2
10708,84054.75,1,45,1,16,4,4,1,70,165,7
10709,38925.33594,1,52,4,14,1,2,1,72,225,4
10710,10865.42871,1,29,1,4,1,4,3,67,180,15
10711,28560.38672,0,34,1,12,1,3,1,64,120,5
10712,84054.75,1,51,1,9,6,1,1,67,180,14
10713,44152.16016,0,36,6,18,3,2,1,64,125,2
10714,84054.75,0,33,1,18,1,1,3,64,200,2
10715,84054.75,0,36,1,12,1,3,3,63,140,1
10716,84054.75,1,27,1,14,4,3,1,74,195,14
10717,49430.10938,0,47,6,18,4,1,1,64,140,2
10718,49430.10938,0,29,1,12,1,3,1,64,501,5
10719,23362.87305,1,44,6,12,4,2,1,72,150,13
10720,49430.10938,1,32,1,12,1,4,1,60,131,10
10721,38925.33594,1,61,1,11,1,4,1,70,167,12
10722,84054.75,1,49,1,18,4,2,1,71,200,2
10723,23362.87305,0,36,1,11,1,3,1,65,200,5
10724,14021.39453,1,26,6,16,4,2,1,71,120,2
10725,28560.38672,0,39,5,16,1,2,2,64,165,4
10726,33712.96875,0,25,1,12,1,4,1,63,110,1
10727,84054.75,1,43,1,15,3,3,1,70,190,1
10728,38925.33594,0,30,4,14,1,4,1,62,105,1
10729,84054.75,1,45,6,16,6,4,1,67,155,2
10730,38925.33594,0,35,1,12,1,3,1,63,130,4
10731,49430.10938,0,54,4,13,1,3,1,66,120,1
10732,49430.10938,0,28,1,12,2,1,1,65,250,5
10733,44152.16016,1,53,4,13,5,2,1,71,175,11
10734,10865.42871,1,34,6,12,1,4,1,71,170,8
10735,84054.75,1,33,1,14,4,1,1,73,218,7
10736,44152.16016,0,54,4,13,1,1,1,65,210,3
10737,19237.19531,0,32,1,12,1,3,1,64,140,5
10738,28560.38672,0,35,1,12,1,2,1,65,170,5
10739,38925.33594,0,62,1,12,1,1,1,69,210,4
10740,44152.16016,1,45,4,12,4,4,3,67,140,11
10741,84054.75,0,37,1,16,3,4,4,62,122,5
10742,33712.96875,1,49,4,12,1,3,1,73,190,10
10743,49430.10938,1,26,1,13,1,2,2,71,165,11
10744,38925.33594,1,32,1,14,1,4,1,70,210,12
10745,49430.10938,1,62,1,12,1,2,1,65,170,13
10746,38925.33594,0,40,1,16,1,1,1,67,125,2
10747,44152.16016,1,49,1,9,1,2,1,66,183,13
10748,44152.16016,1,37,1,12,1,3,1,70,215,10
10749,33712.96875,1,50,1,14,3,3,1,69,180,7
10750,84054.75,1,48,6,18,1,3,1,70,170,2
10751,84054.75,0,29,1,12,6,3,1,60,210,4
10752,49430.10938,1,32,1,13,1,2,1,72,250,14
10753,20305.50977,0,48,6,19,4,2,3,68,138,2
10754,44152.16016,1,43,1,11,4,3,2,74,183,9
10755,33712.96875,1,33,6,13,2,4,3,72,200,8
10756,28560.38672,0,39,6,12,1,2,1,64,200,3
10757,38925.33594,0,43,4,12,1,1,1,63,175,5
10758,84054.75,0,43,1,13,1,3,4,66,240,5
10759,84054.75,1,61,1,14,1,1,1,67,165,1
10760,84054.75,1,41,1,16,1,4,1,71,501,4
10761,23362.87305,0,43,1,12,1,1,1,61,149,4
10762,28560.38672,1,34,1,17,1,2,1,68,195,4
10763,84054.75,0,62,1,16,6,3,1,64,124,8
10764,49430.10938,0,37,1,11,1,2,1,62,135,13
10765,17171.26367,0,48,2,12,1,1,1,65,156,12
10766,44152.16016,0,32,1,12,1,2,1,61,125,8
10767,38925.33594,0,51,1,12,1,2,1,62,204,5
10768,84054.75,0,37,1,14,1,3,1,62,103,3
10769,84054.75,0,47,1,18,1,4,1,61,158,2
10770,84054.75,1,52,4,18,1,2,1,69,135,2
10771,84054.75,0,42,1,17,4,4,1,66,180,1
10772,84054.75,0,59,1,12,1,2,1,65,185,13
10773,84054.75,0,61,2,14,1,1,1,63,180,4
10774,33712.96875,0,45,1,12,1,3,1,68,195,8
10775,4726.391113,0,46,5,14,1,3,2,60,120,5
10776,84054.75,0,34,6,18,4,4,3,63,210,2
10777,33712.96875,0,42,1,14,1,2,1,68,220,8
10778,44152.16016,1,36,1,13,1,2,1,69,155,12
10779,28560.38672,1,35,1,12,1,2,1,67,130,11
10780,28560.38672,1,41,3,12,1,3,1,74,260,10
10781,84054.75,0,57,1,18,6,1,1,65,150,4
10782,28560.38672,0,35,1,16,1,3,1,74,328,1
10783,33712.96875,1,36,1,12,5,3,1,69,165,11
10784,28560.38672,0,31,6,14,3,1,1,66,125,5
10785,33712.96875,1,33,4,14,1,1,1,67,145,10
10786,16081.58789,0,63,4,18,4,4,1,70,145,1
10787,84054.75,0,40,1,16,1,4,1,64,190,2
10788,28560.38672,1,42,1,16,1,1,1,72,165,11
10789,33712.96875,1,39,1,13,1,2,1,71,175,12
10790,84054.75,0,37,1,12,1,4,3,59,110,4
10791,8826.651367,0,28,4,12,1,4,4,60,132,5
10792,33712.96875,0,43,1,12,6,4,1,66,501,4
10793,44152.16016,1,54,1,12,1,2,1,72,200,13
10794,14021.39453,0,26,6,12,1,3,2,66,140,4
10795,84054.75,0,36,1,16,1,1,1,61,110,1
10796,84054.75,0,35,1,12,1,1,1,65,135,5
10797,49430.10938,1,55,4,14,6,3,1,75,265,4
10798,38925.33594,1,32,1,16,1,2,1,73,220,3
10799,84054.75,0,52,1,12,1,3,1,69,220,5
10800,10865.42871,1,51,6,12,6,1,1,68,152,14
10801,38925.33594,1,42,1,12,6,3,1,69,175,11
10802,33712.96875,1,40,6,12,1,1,4,67,135,8
10803,84054.75,0,48,1,17,1,3,1,63,135,3
10804,84054.75,0,37,1,13,1,1,1,73,195,10
10805,84054.75,1,37,6,16,2,4,1,71,210,2
10806,84054.75,1,62,1,16,1,2,1,72,200,2
10807,11953.45508,0,57,4,12,1,1,1,66,130,8
10808,20305.50977,0,27,6,18,1,1,4,63,135,5
10809,84054.75,1,44,1,14,1,4,2,71,190,10
10810,33712.96875,1,34,1,12,1,2,1,66,205,13
10811,28560.38672,1,29,6,12,1,4,1,69,185,8
10812,84054.75,1,44,1,16,1,2,1,71,175,3
10813,23362.87305,0,30,4,16,1,4,1,68,130,4
10814,28560.38672,0,33,1,12,1,2,1,60,152,5
10815,19237.19531,1,63,1,10,6,3,1,74,250,9
10816,84054.75,0,48,1,12,1,2,1,68,146,13
10817,84054.75,0,42,1,16,1,1,1,61,118,2
10818,33712.96875,1,30,6,12,1,3,2,70,240,14
10819,20305.50977,0,36,1,16,6,3,1,67,120,1
10820,84054.75,1,56,1,12,1,3,1,74,210,7
10821,10865.42871,0,42,4,16,1,2,2,69,250,5
10822,28560.38672,1,35,4,12,1,1,1,70,140,13
10823,84054.75,0,46,1,14,5,3,1,68,185,5
10824,23362.87305,0,36,1,12,1,1,2,76,145,8
10825,20305.50977,1,35,1,12,3,3,3,72,180,7
10826,33712.96875,0,33,1,14,1,1,1,65,130,5
10827,10865.42871,0,40,1,12,1,3,2,65,192,8
10828,84054.75,0,36,1,18,5,4,3,62,120,4
10829,84054.75,1,38,1,18,4,1,1,72,200,2
10830,84054.75,1,52,1,12,4,1,1,74,260,7
10831,44152.16016,0,58,1,4,1,4,3,63,158,8
10832,20305.50977,0,34,2,12,1,2,1,67,260,5
10833,84054.75,1,37,1,12,1,3,1,71,245,4
10834,84054.75,0,43,1,16,2,3,1,63,115,1
10835,84054.75,1,46,1,12,5,3,1,69,170,10
10836,33712.96875,0,31,1,15,1,3,1,67,128,5
10837,38925.33594,1,31,1,12,6,2,1,70,170,9
10838,49430.10938,1,54,1,12,1,2,1,70,160,12
10839,33712.96875,0,57,1,12,1,3,1,65,130,5
10840,84054.75,0,50,4,18,6,4,1,65,120,2
10841,16081.58789,1,25,1,13,6,3,1,69,190,4
10842,38925.33594,0,36,1,16,4,3,1,60,122,2
10843,28560.38672,0,26,1,12,1,4,1,66,501,4
10844,49430.10938,0,29,1,16,1,2,1,63,115,2
10845,33712.96875,0,27,6,16,1,3,1,60,100,4
10846,33712.96875,1,32,1,14,1,4,2,69,193,14
10847,84054.75,0,40,1,16,2,1,1,67,160,1
10848,16081.58789,0,37,6,14,1,2,2,66,188,5
10849,84054.75,1,53,1,12,1,2,1,70,188,5
10850,84054.75,1,34,2,18,2,4,1,69,172,12
10851,44152.16016,0,34,1,15,4,2,1,66,160,2
10852,84054.75,1,64,1,9,1,2,2,68,215,13
10853,23362.87305,0,30,6,12,1,3,1,62,145,13
10854,23362.87305,0,63,3,13,4,4,1,66,148,5
10855,33712.96875,1,64,3,16,6,4,1,69,174,1
10856,23362.87305,0,26,1,12,4,3,3,60,155,5
10857,23362.87305,0,31,6,16,1,3,2,61,118,2
10858,38925.33594,0,43,1,12,4,1,1,67,210,8
10859,84054.75,1,50,1,16,1,1,1,74,235,7
10860,28560.38672,0,60,4,14,1,4,1,66,160,13
10861,84054.75,1,36,1,18,1,4,1,67,185,2
10862,84054.75,1,62,1,18,1,3,2,73,170,2
10863,38925.33594,0,35,1,17,6,2,1,65,210,8
10864,44152.16016,1,26,1,14,1,4,1,68,160,2
10865,84054.75,0,51,3,9,1,1,3,60,152,13
10866,84054.75,0,50,1,12,4,3,1,65,170,14
10867,28560.38672,0,44,6,16,4,3,2,66,207,2
10868,38925.33594,1,51,1,13,1,3,1,70,190,11
10869,5675.895508,1,38,1,13,6,2,1,72,190,9
10870,23362.87305,0,51,6,12,1,1,2,59,117,13
10871,20305.50977,0,27,6,12,4,2,2,66,220,5
10872,8826.651367,1,25,1,12,1,4,3,67,158,8
10873,44152.16016,0,51,6,12,1,1,2,60,138,5
10874,33712.96875,0,55,1,12,1,3,1,66,150,5
10875,84054.75,1,50,1,12,6,2,1,69,205,4
10876,17171.26367,0,53,1,10,1,1,1,60,120,8
10877,44152.16016,0,34,5,16,1,3,1,65,130,1
10878,49430.10938,0,33,1,12,1,1,1,66,140,5
10879,15081.97559,0,32,1,12,6,4,1,66,200,8
10880,44152.16016,1,44,1,14,5,4,3,66,160,4
10881,23362.87305,0,38,4,13,1,3,1,64,120,1
10882,33712.96875,1,31,1,12,6,2,1,73,140,4
10883,84054.75,1,30,1,12,6,4,1,73,250,1
10884,10865.42871,0,32,5,12,1,3,2,68,176,8
10885,84054.75,1,43,1,16,1,3,1,72,240,4
10886,23362.87305,0,30,6,16,2,4,1,66,160,5
10887,19237.19531,1,38,6,12,1,3,2,72,170,15
10888,4726.391113,0,34,6,12,1,3,1,63,130,13
10889,28560.38672,0,29,6,12,1,2,1,72,160,13
10890,44152.16016,1,31,4,16,1,4,4,71,161,2
10891,84054.75,0,55,4,14,1,1,1,65,126,5
10892,38925.33594,1,30,1,16,1,2,1,72,150,4
10893,17171.26367,1,41,1,12,1,3,1,73,170,8
10894,12954.76563,1,36,4,13,1,3,2,69,350,1
10895,33712.96875,0,49,1,12,1,2,1,63,160,15
10896,23362.87305,1,30,1,12,1,1,1,68,140,11
10897,38925.33594,1,52,4,14,1,3,1,75,179,5
10898,38925.33594,0,40,4,14,1,3,1,63,125,3
10899,84054.75,0,37,1,12,6,2,1,66,135,4
10900,38925.33594,1,27,1,14,1,4,1,73,205,5
10901,10865.42871,0,25,6,17,1,1,1,64,155,4
10902,28560.38672,1,54,1,7,1,3,1,71,195,12
